model,split,rmse_log,mae_log,r2_log,spearman_log
ridge,train,1.1928505569795051,0.9563955664634705,0.17937320470809937,0.41133708914317535
ridge,test,1.1106767673052227,0.8797011971473694,0.14050543308258057,0.39511725282856386
