model,split,positive_rate,threshold_citations,pr_auc,f1,precision,recall,accuracy,roc_auc,feature_set
logistic_regression,train,0.1012109675590296,41.0,0.263181926632104,0.3157894736842105,0.20231929745552804,0.7190876350540216,0.6846219270179418,0.7706485261732666,base
logistic_regression,test,0.05903271692745377,41.0,0.17976238403908815,0.25493716337522443,0.1685732786531405,0.5227576974564926,0.8196222538327802,0.7729107550270509,base
logistic_regression,train,0.1012109675590296,41.0,0.26513720416735126,0.3177422190961843,0.2036056338028169,0.7230892356942777,0.6857154428739217,0.7720804706165091,base_plus_unsup_text_clusters
logistic_regression,test,0.05903271692745377,41.0,0.17944739801948345,0.25437878539859227,0.1683640303358613,0.5200803212851406,0.8200173858068595,0.7736580261866594,base_plus_unsup_text_clusters
