model,split,rmse_log,mae_log,r2_log,spearman_log
random_forest,train,0.5196091370069209,0.40755023021063197,0.8442861632963878,0.9850517094690535
random_forest,test,1.1081651302467743,0.899450759246189,0.14438836419674328,0.4578061411359334
