model,split,rmse_log,mae_log,r2_log,spearman_log,feature_set
random_forest,train,0.5196091370069209,0.4075502302106319,0.8442861632963878,0.9850517094690535,base
random_forest,test,1.1081651302467743,0.8994507592461892,0.14438836419674328,0.4578061411359334,base
random_forest,train,0.5159199867725924,0.4046545280382575,0.8464894058261544,0.9844948702060526,base_plus_unsup_text_clusters
random_forest,test,1.1056522630106453,0.8966589746141606,0.14826432217814178,0.4572381545546684,base_plus_unsup_text_clusters
