model,split,k_fraction,k_papers,threshold_citations,positive_rate,precision_at_10pct,recall_at_10pct,ndcg_at_10pct,lift_at_10pct,feature_set
random_forest,train,0.1,2470,41.0,0.1012109675590296,0.8991902834008098,0.8887555022008804,0.9896033461706357,8.884316641636413,base
random_forest,test,0.1,2531,41.0,0.05903271692745377,0.23627024891347292,0.4002677376171352,0.6664218937933245,4.002361084004131,base
random_forest,train,0.1,2470,41.0,0.1012109675590296,0.894331983805668,0.8839535814325731,0.9885485791058111,8.836314930830632,base_plus_unsup_text_clusters
random_forest,test,0.1,2531,41.0,0.05903271692745377,0.24417226392730146,0.41365461847389556,0.6718908735133152,4.136219314238383,base_plus_unsup_text_clusters
