model,split,k_fraction,k_papers,threshold_citations,positive_rate,precision_at_10pct,recall_at_10pct,ndcg_at_10pct,lift_at_10pct,feature_set
random_forest,train,0.1,2470,41.0,0.1012109675590296,0.676923076923077,0.6690676270508203,0.9269242840699539,6.688238372271987,base
random_forest,test,0.1,2531,41.0,0.05903271692745377,0.24693796918214145,0.4183400267737617,0.6731752421978855,4.183069694820372,base
random_forest,train,0.1,2470,41.0,0.1012109675590296,0.671255060728745,0.6634653861544618,0.9267332000403862,6.63223637633191,base_plus_unsup_text_clusters
random_forest,test,0.1,2531,41.0,0.05903271692745377,0.2402212564203872,0.4069611780455154,0.6706684535266052,4.069290199121258,base_plus_unsup_text_clusters
