model,split,positive_rate,threshold_citations,pr_auc,f1,precision,recall,accuracy,roc_auc,feature_set
random_forest,train,0.1012109675590296,41.0,0.9994529336275553,0.9080668604651163,0.8316139767054909,1.0,0.9795067028471913,0.9999417755566539,base
random_forest,test,0.05903271692745377,41.0,0.23386107431991252,0.3061062648691515,0.2529488859764089,0.38755020080321284,0.8962778568041726,0.809066787010307,base
random_forest,train,0.1012109675590296,41.0,0.9990164105452137,0.8958594730238394,0.8113636363636364,1.0,0.9764691588028026,0.9998931259598288,base_plus_unsup_text_clusters
random_forest,test,0.05903271692745377,41.0,0.2241380131562801,0.3029404497158389,0.24010967489228358,0.4103078982597055,0.8885332701122175,0.8048633041727111,base_plus_unsup_text_clusters
