model,split,k_fraction,k_papers,threshold_citations,positive_rate,precision_at_10pct,recall_at_10pct,ndcg_at_10pct,lift_at_10pct
random_forest,train,0.1,2470,41.0,0.1012109675590296,0.676923076923077,0.6690676270508203,0.9269242840699539,6.688238372271987
random_forest,test,0.1,2531,41.0,0.05903271692745377,0.24693796918214145,0.4183400267737617,0.6731752421978855,4.183069694820372
