model,split,rmse_log,mae_log,r2_log,spearman_log,feature_set
random_forest,train,0.9314262692642318,0.7456258416417492,0.4996537932249756,0.8605175340560258,base
random_forest,test,1.1088977024878683,0.9012259671900101,0.14325675574925212,0.4604617616996391,base
random_forest,train,0.9238576206847978,0.7391004946820514,0.5077522517336235,0.8570336726808526,base_plus_unsup_text_clusters
random_forest,test,1.1070046209292497,0.8986531378357298,0.14617947876066228,0.4557758063587647,base_plus_unsup_text_clusters
