model,split,rmse_log,mae_log,r2_log,spearman_log
random_forest,train,0.9314262692642318,0.7456258416417492,0.4996537932249756,0.8605175340560258
random_forest,test,1.1088977024878683,0.9012259671900101,0.14325675574925212,0.4604617616996391
